age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
31,management,married,tertiary,no,no,no,cellular,1,success,yes
49,services,married,secondary,no,yes,yes,cellular,1,failure,no
42,management,married,tertiary,no,yes,no,cellular,3,success,yes
41,services,married,secondary,no,yes,no,cellular,2,failure,no
42,admin.,married,secondary,no,yes,no,cellular,4,failure,no
32,services,single,secondary,no,no,no,cellular,1,failure,yes
35,blue-collar,married,primary,no,yes,no,cellular,5,other,no
44,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
26,admin.,single,secondary,no,no,no,cellular,1,success,no
29,blue-collar,divorced,secondary,no,yes,no,cellular,1,other,no
45,blue-collar,married,primary,no,yes,yes,cellular,5,other,yes
55,unemployed,divorced,secondary,no,no,no,cellular,2,success,no
43,blue-collar,married,primary,no,yes,no,cellular,2,failure,no
44,management,single,tertiary,no,no,no,cellular,2,success,yes
40,admin.,single,tertiary,no,yes,no,cellular,1,failure,no
32,management,single,tertiary,no,no,no,cellular,2,other,yes
29,technician,single,tertiary,no,no,no,cellular,1,success,no
28,services,divorced,secondary,no,yes,yes,cellular,2,other,yes
31,management,married,tertiary,no,no,no,cellular,2,success,yes
55,admin.,married,secondary,no,no,no,cellular,3,success,yes
35,management,married,tertiary,no,yes,no,cellular,1,failure,yes
37,technician,married,secondary,no,yes,no,cellular,2,other,no
29,management,single,tertiary,no,no,no,cellular,1,failure,no
75,retired,married,tertiary,no,no,no,cellular,2,failure,yes
35,technician,single,tertiary,no,no,yes,cellular,3,failure,no
37,entrepreneur,married,secondary,no,yes,yes,cellular,11,other,no
26,admin.,single,secondary,no,no,no,cellular,2,success,yes
57,management,married,tertiary,no,no,yes,cellular,2,other,no
27,entrepreneur,married,tertiary,no,yes,yes,cellular,1,failure,no
30,admin.,single,secondary,no,yes,no,cellular,6,other,yes
31,admin.,single,secondary,no,yes,no,cellular,3,failure,no
58,retired,married,secondary,no,no,no,cellular,1,failure,yes
46,management,single,tertiary,no,yes,yes,cellular,1,failure,yes
46,admin.,married,secondary,no,no,no,cellular,2,other,no
42,management,married,tertiary,no,yes,yes,cellular,3,failure,yes
37,management,married,tertiary,no,yes,no,cellular,1,success,yes
27,management,single,tertiary,no,no,no,cellular,2,other,yes
38,entrepreneur,married,tertiary,no,yes,no,cellular,2,failure,yes
35,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
42,management,single,tertiary,no,no,no,cellular,6,success,yes
51,entrepreneur,married,tertiary,no,yes,yes,cellular,2,failure,no
48,technician,married,primary,no,no,no,cellular,2,success,yes
26,management,single,tertiary,no,no,yes,cellular,1,failure,no
54,entrepreneur,married,tertiary,no,no,yes,cellular,7,failure,no
58,self-employed,married,primary,no,yes,no,cellular,1,failure,yes
63,retired,married,primary,no,no,no,telephone,1,failure,yes
35,admin.,married,tertiary,no,no,yes,cellular,1,other,yes
31,admin.,single,secondary,no,yes,no,cellular,1,failure,no
35,management,single,tertiary,no,no,no,cellular,8,success,yes
33,management,single,tertiary,no,yes,no,cellular,1,success,no
39,management,married,tertiary,no,yes,no,cellular,7,other,yes
50,management,married,tertiary,no,yes,no,cellular,2,success,no
37,management,married,tertiary,no,yes,no,cellular,2,failure,no
46,management,divorced,secondary,no,yes,no,cellular,2,failure,no
52,technician,married,secondary,no,yes,yes,cellular,2,success,no
40,blue-collar,single,secondary,no,yes,no,cellular,6,failure,no
31,management,single,secondary,no,yes,no,cellular,2,failure,no
27,blue-collar,single,tertiary,no,no,no,cellular,1,success,yes
31,blue-collar,married,secondary,no,yes,yes,cellular,3,other,no
40,technician,married,secondary,no,yes,no,cellular,2,failure,yes
56,management,single,tertiary,no,yes,yes,cellular,1,failure,no
41,technician,single,tertiary,no,yes,no,cellular,1,success,yes
56,management,married,primary,no,yes,yes,cellular,2,failure,no
49,management,single,tertiary,no,no,no,cellular,1,failure,yes
44,admin.,divorced,secondary,no,no,no,cellular,1,failure,yes
41,technician,divorced,secondary,no,yes,no,cellular,2,failure,no
54,management,divorced,tertiary,no,no,no,cellular,1,success,no
48,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,no
31,management,married,tertiary,no,no,no,cellular,1,success,yes
35,management,divorced,tertiary,no,no,no,cellular,3,other,yes
55,admin.,married,secondary,no,no,no,cellular,2,success,yes
45,technician,married,tertiary,no,yes,yes,cellular,1,success,no
41,unemployed,married,secondary,no,yes,yes,telephone,3,failure,no
48,self-employed,married,secondary,no,no,no,cellular,1,failure,no
36,services,married,secondary,no,yes,no,cellular,3,failure,no
35,technician,single,tertiary,no,yes,no,cellular,2,failure,yes
55,blue-collar,married,primary,no,yes,no,telephone,5,failure,no
72,retired,married,primary,no,no,no,cellular,4,other,yes
41,technician,single,tertiary,no,yes,no,cellular,1,success,yes
60,blue-collar,married,primary,no,no,no,cellular,1,success,yes
38,admin.,divorced,secondary,no,yes,no,cellular,3,success,yes
34,management,married,tertiary,no,yes,no,cellular,3,other,no
29,admin.,single,secondary,no,yes,no,cellular,2,failure,no
28,services,single,secondary,no,no,no,cellular,1,other,no
46,admin.,married,secondary,no,yes,no,cellular,3,other,yes
33,unemployed,single,tertiary,no,yes,no,cellular,1,failure,no
35,technician,married,secondary,no,yes,yes,cellular,2,failure,yes
50,admin.,divorced,secondary,no,yes,no,telephone,3,failure,no
57,technician,married,secondary,no,yes,no,cellular,1,failure,yes
39,technician,married,secondary,no,yes,no,cellular,2,success,yes
31,entrepreneur,married,secondary,no,yes,yes,cellular,3,failure,no
27,student,single,tertiary,no,yes,no,cellular,1,failure,no
55,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
50,technician,married,secondary,no,no,no,cellular,2,other,yes
34,admin.,single,secondary,no,no,no,cellular,3,failure,yes
32,management,single,tertiary,no,yes,no,cellular,4,failure,yes
47,blue-collar,single,primary,no,yes,no,cellular,1,other,no
29,technician,single,secondary,no,no,yes,cellular,2,success,no
40,admin.,single,secondary,no,yes,no,cellular,1,success,yes
77,retired,married,secondary,no,no,no,cellular,1,success,yes
39,technician,single,secondary,no,no,no,cellular,1,other,yes
53,retired,married,tertiary,no,no,no,cellular,2,success,yes
46,services,married,secondary,no,yes,no,cellular,2,failure,yes
34,technician,single,secondary,no,yes,no,cellular,1,failure,no
35,admin.,single,tertiary,no,yes,no,cellular,3,other,no
27,unemployed,single,tertiary,no,no,no,cellular,4,success,no
26,admin.,single,tertiary,no,yes,no,cellular,2,success,no
36,technician,married,secondary,no,no,no,cellular,1,failure,no
52,self-employed,married,secondary,no,yes,no,telephone,1,other,no
33,management,single,tertiary,no,yes,no,cellular,1,other,yes
60,technician,married,secondary,no,no,no,cellular,1,failure,yes
31,management,single,tertiary,no,yes,yes,cellular,2,failure,no
29,technician,married,secondary,no,yes,no,cellular,3,failure,yes
42,management,married,tertiary,no,yes,no,cellular,2,failure,yes
47,services,divorced,primary,no,yes,no,cellular,2,failure,no
63,blue-collar,married,secondary,no,no,no,cellular,2,success,yes
41,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
33,unemployed,single,tertiary,no,no,no,cellular,2,failure,yes
30,technician,single,secondary,no,no,no,cellular,1,failure,yes
24,blue-collar,married,secondary,no,no,no,cellular,2,success,yes
73,retired,single,secondary,no,no,no,cellular,3,failure,yes
59,unemployed,married,secondary,no,no,no,cellular,1,success,no
44,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
34,services,married,secondary,no,no,no,cellular,1,success,no
34,admin.,single,secondary,no,no,yes,cellular,1,failure,yes
47,blue-collar,married,secondary,no,yes,no,cellular,3,failure,yes
30,student,single,secondary,no,no,no,cellular,1,success,no
48,blue-collar,married,secondary,no,yes,yes,cellular,2,failure,no
47,blue-collar,married,secondary,no,yes,no,cellular,3,failure,no
34,services,married,secondary,no,yes,no,cellular,2,failure,no
24,admin.,single,secondary,no,no,no,cellular,2,success,yes
32,management,single,tertiary,no,yes,no,cellular,1,failure,no
44,management,single,tertiary,no,no,no,cellular,4,other,no
31,management,married,tertiary,no,no,no,cellular,1,other,no
35,services,married,secondary,no,yes,no,cellular,2,success,yes
39,technician,married,secondary,no,yes,no,cellular,3,failure,no
26,technician,single,secondary,no,yes,no,cellular,1,success,yes
47,management,single,tertiary,no,no,no,telephone,1,other,yes
27,blue-collar,single,tertiary,no,no,no,cellular,3,success,yes
30,management,single,tertiary,no,no,no,cellular,1,failure,no
40,admin.,married,secondary,no,yes,yes,cellular,1,other,no
56,technician,married,secondary,no,no,no,cellular,2,failure,yes
33,admin.,single,secondary,no,yes,no,cellular,1,success,yes
34,blue-collar,married,primary,no,yes,no,cellular,6,other,yes
30,management,married,secondary,no,yes,yes,cellular,1,failure,no
32,management,single,tertiary,no,yes,no,cellular,1,failure,no
57,retired,married,secondary,no,no,no,telephone,1,success,yes
32,blue-collar,married,primary,no,yes,yes,cellular,2,other,no
39,management,divorced,tertiary,no,yes,no,cellular,1,failure,yes
33,management,single,tertiary,no,yes,no,cellular,3,other,no
31,admin.,single,secondary,no,yes,no,cellular,2,failure,no
34,management,single,tertiary,no,yes,no,cellular,2,failure,no
55,management,married,tertiary,no,yes,no,cellular,1,other,no
41,blue-collar,married,primary,no,yes,no,cellular,3,other,no
43,technician,divorced,secondary,no,no,no,cellular,2,success,no
57,retired,married,primary,no,yes,no,cellular,1,failure,no
31,management,single,tertiary,no,yes,no,cellular,1,failure,no
54,technician,married,secondary,no,no,yes,cellular,2,success,yes
33,management,single,tertiary,no,no,no,cellular,2,success,no
49,management,single,tertiary,no,no,no,telephone,5,failure,yes
33,technician,married,secondary,no,yes,no,cellular,3,success,no
45,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
64,retired,married,secondary,no,no,no,cellular,1,failure,yes
23,student,single,tertiary,no,no,no,cellular,1,success,yes
51,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
39,services,divorced,secondary,no,no,no,cellular,1,failure,no
47,entrepreneur,married,secondary,no,yes,no,cellular,1,failure,no
28,technician,single,tertiary,no,yes,yes,cellular,2,other,no
46,blue-collar,married,secondary,no,yes,no,cellular,1,success,yes
25,student,single,secondary,no,no,no,cellular,3,failure,yes
41,blue-collar,married,secondary,no,yes,no,cellular,2,other,yes
41,management,married,tertiary,no,no,no,cellular,2,failure,yes
26,blue-collar,single,secondary,no,yes,no,cellular,3,failure,no
34,admin.,divorced,secondary,no,no,no,cellular,2,failure,no
29,technician,single,tertiary,no,yes,no,cellular,2,failure,yes
58,retired,married,secondary,no,yes,yes,cellular,1,failure,no
70,retired,married,primary,no,no,no,cellular,1,failure,no
49,management,married,tertiary,no,no,no,cellular,3,success,yes
37,management,married,tertiary,no,yes,yes,cellular,1,other,no
22,student,single,secondary,no,no,no,cellular,1,success,yes
37,management,divorced,tertiary,no,yes,no,cellular,1,other,no
36,admin.,single,tertiary,no,no,no,cellular,1,failure,yes
55,management,married,primary,no,yes,no,cellular,4,failure,no
43,technician,divorced,secondary,no,yes,no,cellular,2,failure,yes
28,management,single,tertiary,no,no,no,cellular,1,success,no
41,blue-collar,married,secondary,no,yes,no,cellular,4,success,no
40,technician,single,tertiary,no,yes,no,cellular,1,success,yes
32,services,married,secondary,no,yes,no,cellular,2,failure,no
55,management,divorced,tertiary,no,no,no,cellular,2,success,yes
30,blue-collar,married,secondary,no,yes,no,cellular,3,failure,yes
26,technician,single,secondary,no,yes,no,cellular,1,failure,no
24,student,single,tertiary,no,no,no,cellular,3,other,no
19,student,single,primary,no,no,no,cellular,2,success,no
59,management,married,tertiary,no,no,no,cellular,2,other,yes
65,management,married,tertiary,no,no,no,cellular,1,other,no
60,retired,divorced,tertiary,no,no,no,cellular,4,other,yes
30,entrepreneur,married,tertiary,no,yes,no,cellular,5,other,no
32,management,single,tertiary,no,yes,yes,cellular,1,other,no
34,blue-collar,single,secondary,no,no,no,cellular,1,success,no
69,retired,married,tertiary,no,no,no,cellular,1,failure,no
49,services,married,secondary,no,yes,no,cellular,1,failure,yes
58,management,married,primary,no,yes,no,cellular,1,failure,no
35,blue-collar,divorced,secondary,no,yes,no,cellular,5,failure,no
27,admin.,married,secondary,no,no,no,cellular,3,success,yes
46,services,married,secondary,no,yes,no,cellular,2,failure,no
28,technician,single,tertiary,no,yes,yes,cellular,14,failure,no
83,retired,married,primary,no,no,no,telephone,1,failure,yes
27,technician,single,secondary,no,yes,no,cellular,1,failure,yes
32,technician,single,tertiary,no,yes,no,cellular,2,failure,yes
43,admin.,single,secondary,no,yes,no,cellular,1,success,yes
27,management,single,tertiary,no,no,no,cellular,5,failure,yes
27,technician,single,secondary,no,yes,yes,cellular,2,failure,no
34,self-employed,married,tertiary,no,no,no,telephone,2,other,no
40,admin.,single,secondary,no,yes,no,cellular,2,failure,no
56,technician,married,secondary,no,yes,yes,cellular,6,failure,no
49,management,married,tertiary,no,yes,yes,cellular,2,success,yes
43,services,married,primary,no,yes,no,telephone,2,failure,yes
31,management,married,tertiary,no,yes,no,cellular,2,other,no
26,unemployed,single,secondary,no,no,no,cellular,1,failure,yes
28,self-employed,single,tertiary,no,no,no,cellular,2,success,yes
36,technician,single,tertiary,no,yes,no,cellular,3,success,yes
33,unemployed,single,secondary,no,no,yes,cellular,1,failure,yes
41,admin.,married,secondary,no,yes,no,cellular,1,failure,no
29,management,single,tertiary,no,no,no,cellular,1,other,no
29,blue-collar,married,secondary,no,yes,yes,cellular,4,failure,no
47,management,single,tertiary,no,no,no,telephone,3,other,no
43,unemployed,married,secondary,no,yes,yes,cellular,2,failure,yes
45,admin.,married,secondary,no,no,no,telephone,1,failure,yes
36,blue-collar,single,primary,no,yes,no,cellular,2,failure,no
37,technician,married,secondary,no,yes,no,cellular,4,other,no
38,management,married,tertiary,no,yes,no,cellular,5,failure,no
37,management,married,tertiary,no,no,no,cellular,2,failure,no
48,services,married,secondary,no,yes,no,cellular,2,failure,no
55,management,divorced,tertiary,no,no,no,cellular,2,success,no
32,blue-collar,married,primary,no,no,no,cellular,2,other,no
26,blue-collar,single,primary,no,yes,yes,cellular,1,failure,no
55,retired,married,secondary,no,no,no,cellular,1,failure,no
29,services,single,secondary,no,no,no,cellular,1,failure,no
33,admin.,single,secondary,no,yes,yes,cellular,2,other,no
27,admin.,single,primary,no,yes,yes,cellular,2,failure,no
75,retired,married,secondary,no,no,no,telephone,1,failure,yes
37,services,married,secondary,no,no,no,cellular,2,success,yes
26,student,single,tertiary,no,no,no,cellular,1,success,no
41,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,no
46,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
33,technician,single,secondary,no,no,no,cellular,2,failure,yes
46,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
32,technician,single,tertiary,no,no,no,cellular,1,failure,yes
30,services,single,secondary,no,yes,no,cellular,1,other,no
44,management,married,tertiary,no,yes,no,cellular,1,success,yes
27,student,single,tertiary,no,no,no,cellular,3,failure,no
37,admin.,divorced,secondary,no,yes,no,cellular,2,failure,no
55,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
